,titleId,title,titleType,originalTitle,startYear,runtimeMinutes,genres,moyenneVote,NombreVotes
172152,tt21951790,Aix-Hale,short,Aix-Hale,2022.0,5.0,"Action,Short",,
172170,tt2195548,Prince of Texas,movie,Prince Avalanche,2013.0,94.0,"Comedy,Drama",,
172178,tt21956238,Popular Theory,movie,Popular Theory,2023.0,88.0,"Adventure,Comedy,Family",,
172182,tt2195666,Le ranch de la vengeance,tvMovie,Shadow on the Mesa,2013.0,90.0,"Action,Drama,Western",,
172184,tt21956982,Reste un peu,movie,Reste un peu,2022.0,90.0,Comedy,,
172186,tt21957774,Irish Wish,movie,Irish Wish,2024.0,93.0,"Comedy,Fantasy,Romance",,
172199,tt21958986,Tom et Jerry au pays des neiges,movie,Tom and Jerry: Snowman's Land,2022.0,76.0,"Adventure,Animation,Comedy",,
172208,tt2195991,Un petit coin de paradis,short,Little Eden,2009.0,6.0,"Animation,Short",,
172209,tt21960008,Amoureux pour le show,tvMovie,Just for Showmance,2023.0,83.0,Comedy,,
172224,tt21962898,L'Étoile filante,movie,L'étoile filante,2023.0,98.0,"Comedy,Drama,Mystery",,
172228,tt21963768,Marcher vers l'amour,tvMovie,Stepping into Love,2023.0,82.0,"Comedy,Romance",,
172257,tt21969154,Trois amies pour la vie,tvMovie,Girlfriendship,2022.0,84.0,"Comedy,Romance",,
172259,tt21970078,Samādhi,short,Samadhi,2005.0,4.0,"Animation,Short",,
172268,tt2197088,Les petits princes,movie,Les petits princes,2013.0,86.0,"Comedy,Drama",,
172270,tt21970934,Les Supers,short,Les Supers,2022.0,12.0,"Comedy,Sci-Fi,Short",,
172276,tt21972196,Cinématograve,short,Cinématograve,1990.0,11.0,"Comedy,Short",,
172278,tt21974122,Une nouvelle étincelle pour Noël,tvMovie,A Christmas Spark,2022.0,85.0,"Comedy,Drama,Romance",,
172288,tt2197772,Les romantiques,movie,Les romantiques,1994.0,81.0,Comedy,,
172297,tt2197849,Brasserie Romantique,movie,Brasserie Romantiek,2012.0,102.0,"Comedy,Drama",,
172312,tt2198128,Grand Frère,short,Der Grosse Bruder,2011.0,6.0,"Animation,Short",,
172318,tt2198235,Mousson Rouge,movie,Monsoon Shootout,2013.0,92.0,"Action,Crime,Drama",,
172319,tt2198241,L'étranger,movie,The Outsider,2014.0,94.0,"Action,Adventure,Crime",,
172325,tt21983602,Les Simpson: Bienvenue au club,short,Welcome to the Club,2022.0,4.0,"Animation,Comedy,Music",,
172349,tt2198790,Redemption,short,Redemption,2012.0,6.0,"Action,Short",,
172351,tt21988182,T.I.M.,movie,T.1.M.,2023.0,101.0,"Sci-Fi,Thriller",,
172358,tt21990056,Good Vibrations,short,Good Vibrations,2009.0,4.0,"Animation,Short",,
172375,tt21991654,Sympathy for the Devil,movie,Sympathy for the Devil,2023.0,90.0,"Action,Thriller",,
172381,tt2199298,Maria Magenta,short,Maria Magenta,2011.0,10.0,"Animation,Comedy,Short",,
172387,tt2199377,Gurêto rabitto,short,Gurêto rabitto,2012.0,7.0,"Animation,Drama,Fantasy",,
172393,tt2199451,Le commissaire Perdrix ne fait pas le voyage pour rien,short,Le commissaire Perdrix ne fait pas le voyage pour rien,2011.0,27.0,"Comedy,Short",,
172401,tt21994906,Ton Noël ou le mien ?,movie,Your Christmas or Mine?,2022.0,95.0,"Comedy,Romance",,
172410,tt2199649,Si vous mettez l'affect de côté,tvShort,The End,2011.0,17.0,"Comedy,Drama,Short",,
172411,tt2199649,The End,tvShort,The End,2011.0,17.0,"Comedy,Drama,Short",,
172417,tt21997718,Le cours de la vie,movie,Le cours de la vie,2023.0,90.0,"Comedy,Drama",,
172420,tt2199778,French Affairs,movie,French Affairs,2013.0,89.0,"Comedy,Family,Romance",,
172431,tt2199970,Nuit noire,short,Nuit noire,2010.0,8.0,"Comedy,Short",,
172437,tt2200144,Nénette,movie,Demi-soeur,2013.0,90.0,Comedy,,
172438,tt2200144,Demi-sœur,movie,Demi-soeur,2013.0,90.0,Comedy,,
172465,tt22009084,Copy of Igloo Copy III,short,Copy of Igloo Copy III,2007.0,11.0,"Animation,Short",,
172473,tt2201081,Une robe de mariée pour deux,tvMovie,Im Brautkleid meiner Schwester,2012.0,89.0,Comedy,,
172475,tt2201144,Kak utyonok-muzykant stal futbolistom,tvShort,Kak utyonok-muzykant stal futbolistom,1978.0,10.0,"Animation,Family,Short",,
172478,tt2201207,Rémi Gaillard fait n'importe quoi!: le roi de la farce,tvMovie,Rémi Gaillard fait n'importe quoi!: le roi de la farce,2011.0,90.0,"Comedy,Documentary",,
172484,tt2201251,The Hot Flashes,movie,The Hot Flashes,2013.0,99.0,"Comedy,Sport",,
172486,tt2201259,Les Hommes de la côte,short,The Shore,2011.0,29.0,"Comedy,Drama,Short",,
172504,tt22016116,L'incendie,short,L'incendie,2022.0,14.0,"Animation,Short",,
172505,tt22016156,The Abyss,movie,Avgrunden,2023.0,103.0,"Action,Drama,Thriller",,
172529,tt22022452,Vice-Versa 2,movie,Inside Out 2,2024.0,96.0,"Adventure,Animation,Comedy",7.5,218450.0
172531,tt22022784,My Dead Friend Zoe,movie,My Dead Friend Zoe,2024.0,103.0,"Comedy,Drama,War",,
172532,tt22023128,Garance fait son show (Carnet Filmé: 23 mai 2022),movie,Garance fait son show (Carnet Filmé: 23 mai 2022),2022.0,50.0,Comedy,,
172540,tt22023962,Rapide,short,Rapide,2022.0,24.0,"Comedy,Romance,Short",,
172555,tt2202750,Six chiens pour rien,movie,Golden Winter,2012.0,89.0,"Comedy,Family",,
172556,tt2202750,Six chiens sinon rien,movie,Golden Winter,2012.0,89.0,"Comedy,Family",,
172557,tt2202750,Un Noël de rêve,movie,Golden Winter,2012.0,89.0,"Comedy,Family",,
172559,tt2202798,Au coeur de la tornade,tvMovie,Christmas Twister,2012.0,86.0,"Action,Adventure,Drama",,
172560,tt2202798,F6 Twister,tvMovie,Christmas Twister,2012.0,86.0,"Action,Adventure,Drama",,
172562,tt22028080,Noël sous les bravos,tvMovie,I'm Glad It's Christmas,2022.0,85.0,"Comedy,Drama,Family",,
172577,tt22030608,C'est tout?,short,C'est tout?,2022.0,5.0,"Animation,Short",,
172585,tt22033312,La Comptine de grand-père,short,Googuri Googuri,2017.0,8.0,"Animation,Short",,
172587,tt2203350,Northern Sky,short,Northern Sky,2012.0,17.0,"Sci-Fi,Short",,
172589,tt22034240,Pris au piège: le 11/09,tvMovie,Pris au piège: le 11/09,2020.0,53.0,"Animation,Documentary,History",,
172621,tt2203893,Si tu veux revoir ta mère,short,Si tu veux revoir ta mère,2012.0,10.0,"Comedy,Short",,
172622,tt2203898,Vijay and I,movie,Vijay and I,2013.0,96.0,Comedy,,
172638,tt22042742,Christmas Bloody Christmas,movie,Christmas Bloody Christmas,2022.0,86.0,"Comedy,Horror",,
172646,tt2204362,Je sens le beat qui monte en moi,short,Je sens le beat qui monte en moi,2012.0,33.0,"Comedy,Musical,Short",,
172658,tt2204606,Fille du calvaire,short,Fille du calvaire,2012.0,19.0,"Comedy,Romance,Short",,
172666,tt2204668,Lose Actually,short,Lose Actually,2011.0,7.0,"Comedy,Short",,
172696,tt2205419,Autoportrait de la lose ou mini traité du combat moderne,short,Autoportrait de la lose ou mini traité du combat moderne,2011.0,26.0,"Comedy,Short",,
172703,tt2205517,Hénaut président,movie,Hénaut président,2012.0,100.0,Comedy,,
172708,tt2205529,It Is Miracul'house,short,It Is Miracul'house,2011.0,19.0,"Comedy,Short",,
172709,tt22055448,Le Paradis des Acheteurs,tvMovie,Homeshoppers' Paradise,2022.0,88.0,Comedy,,
172712,tt2205589,Black Bat,movie,Rise of the Black Bat,2012.0,80.0,"Action,Sci-Fi",,
172713,tt2205652,La chose d'un autre monde,tvMovie,Flying Monkeys,2012.0,86.0,"Action,Adventure,Comedy",,
172718,tt2205697,L'amour malgré tout,movie,Stuck in Love,2012.0,97.0,"Comedy,Drama,Romance",7.2,93903.0
172733,tt22060496,Pabuya,movie,Pabuya,2022.0,81.0,"Action,Thriller",,
172740,tt22062256,Perrault 70,tvMovie,Perrault 70,1970.0,49.0,"Animation,Family,Fantasy",,
172747,tt2206966,Lecedra,short,Lecedra,2012.0,30.0,"Comedy,Documentary,Family",,
172748,tt2207050,Alceste à bicyclette,movie,Alceste à bicyclette,2013.0,104.0,"Comedy,Drama",,
172749,tt22070646,Inconnu au bataillon,short,Inconnu au bataillon,2021.0,21.0,"Comedy,History,Short",,
172750,tt2207072,Eyjafjallajökull,movie,Eyjafjallajökull,2013.0,92.0,Comedy,,
172751,tt2207072,Le volcan,movie,Eyjafjallajökull,2013.0,92.0,Comedy,,
172752,tt2207090,La grande pétanque,movie,Les invincibles,2013.0,98.0,"Comedy,Sport",,
172753,tt2207090,Les boulistes,movie,Les invincibles,2013.0,98.0,"Comedy,Sport",,
172754,tt2207090,Les Invincibles,movie,Les invincibles,2013.0,98.0,"Comedy,Sport",,
172760,tt2207178,The Oxbow Cure,movie,The Oxbow Cure,2013.0,79.0,"Drama,Horror,Sci-Fi",,
172763,tt22071864,Une étoile à la fois,movie,Per lanciarsi dalle stelle,2022.0,88.0,"Comedy,Drama,Romance",,
172778,tt22074482,Que le meilleur mariage gagne!,tvMovie,May the Best Wedding Win,2023.0,85.0,"Comedy,Romance",,
172785,tt2207530,Les inséparables,short,Les inséparables,2010.0,26.0,"Romance,Sci-Fi,Short",,
172814,tt2208168,Fin de soirée,short,Fin de soirée,2003.0,6.0,"Comedy,Short",,
172840,tt22089568,La Fée Sorcière,short,Witchfairy,2022.0,15.0,"Animation,Family,Short",,
172842,tt22089798,Vive Bouchon!,tvMovie,Vive Bouchon!,2007.0,80.0,Comedy,,
172847,tt22090652,Bye Bye Elida,short,Bye Bye Elida,2021.0,35.0,"Animation,Short",,
172862,tt22092526,Y'a bon?,short,Y'a bon?,2021.0,4.0,"Animation,Short",,
172863,tt22092538,Justice,short,Justice,2021.0,4.0,"Animation,Short",,
172864,tt22092566,Lulu the Pill-man,short,Lulu the Pill-man,2021.0,4.0,"Animation,Short",,
172868,tt22092650,Green Peas,short,Green Peas,2022.0,7.0,"Animation,Short",,
172873,tt22093100,The marriage bonds,short,The marriage bonds,2021.0,3.0,"Animation,Short",,
172874,tt22093156,IVG,short,IVG,2021.0,5.0,"Animation,Short",,
172877,tt22093380,She voted!,short,She voted!,2021.0,3.0,"Animation,Short",,
172878,tt22093442,Slavery,short,Slavery,2021.0,4.0,"Animation,Short",,
172880,tt22093864,Olympe au Panthéon,short,Olympe au Panthéon,2021.0,4.0,"Animation,Short",,
172881,tt22094042,Mes deux Jules!,short,Mes deux Jules!,2021.0,5.0,"Animation,Short",,
172883,tt22094198,Non-assistance à personne en danger,short,Non-assistance à personne en danger,2022.0,3.0,"Animation,Short",,
172884,tt22094392,Gill's Rabbit,short,Gill's Rabbit,2021.0,4.0,"Animation,Short",,
172886,tt22094586,1905,short,1905,2021.0,4.0,"Animation,Short",,
172892,tt22096926,The Late Game,movie,The Late Game,2024.0,85.0,Comedy,,
172905,tt2210463,Le dernier soldat,movie,Battle of the Damned,2013.0,88.0,"Action,Adventure,Horror",,
172906,tt2210463,Zombie War: Le dernier soldat,movie,Battle of the Damned,2013.0,88.0,"Action,Adventure,Horror",,
172907,tt2210479,Berserk : L'Âge d'or I - L'Œuf du roi,movie,Berserk: Ougon Jidai-hen I - Haou no Tamago,2012.0,76.0,"Action,Adventure,Animation",7.5,15133.0
172909,tt2210569,Querelles de clocher,movie,Die Kirche bleibt im Dorf,2012.0,97.0,Comedy,,
172910,tt2210653,Harissa mon amour,movie,Harissa mon amour,2013.0,84.0,Comedy,,
172922,tt2210823,Mince alors!,movie,Mince alors!,2012.0,100.0,Comedy,,
172926,tt2210957,Rue des roses,short,Rue des roses,2012.0,15.0,"Comedy,Short",,
172942,tt2211584,Spaghetti Man,short,Spaghetti Man,2012.0,11.0,"Comedy,Fantasy,Short",,
172946,tt22118192,Vapeurs Interdites,short,The Forbidden Smoke,2022.0,31.0,"Comedy,Crime,Horror",,
172948,tt2211990,Le jardin des Eden,short,Le jardin des Eden,2012.0,26.0,"Comedy,Short",,
172953,tt2212396,I Dream,short,I Dream,2012.0,8.0,"Animation,Fantasy,Short",,
172967,tt2214864,Un amour de chien,tvMovie,Puppy Love,2012.0,90.0,"Comedy,Drama,Family",,
172970,tt2214905,Cinq point hein?,short,Cinq point hein?,2012.0,2.0,"Animation,Short",,
172971,tt2214935,L'agence Cupidon,tvMovie,"Cupid, Inc.",2012.0,80.0,"Comedy,Romance",,
172978,tt2215033,Five,short,Five,2011.0,28.0,"Comedy,Short",,
172993,tt2215395,Paulette,movie,Paulette,2012.0,87.0,"Comedy,Crime",,
172995,tt2215457,Run,movie,Run,2013.0,90.0,"Action,Romance,Thriller",,
173001,tt2215676,The warped forest,movie,Asatte no mori,2011.0,82.0,"Comedy,Fantasy",,
173019,tt22167124,L'Autre,short,L'Autre,2023.0,23.0,"Comedy,Drama,Short",,
173027,tt22169328,Kev Adams: Le vrai moi,movie,Kev Adams: Le vrai moi,2022.0,60.0,"Comedy,Documentary",,
173035,tt2217142,Animation Abstractions I-III,short,Animation Abstractions I-III,2012.0,9.0,"Adventure,Animation,Musical",,
173047,tt22173666,Azrael,movie,Azrael,2024.0,86.0,"Action,Horror",,
173059,tt22176604,Cocoa,movie,Cocoa,2023.0,94.0,Comedy,,
173079,tt2217887,Off you go,short,Off you go,2011.0,6.0,"Animation,Short",,
173080,tt2217899,Oscar et Louis,short,Oscar et Louis,2000.0,10.0,"Comedy,Short",,
173090,tt2217995,Tuurngait,short,Tuurngait,2011.0,6.0,"Animation,Fantasy,Short",,
173099,tt22180542,Stéphane,movie,Stéphane,2023.0,78.0,Comedy,,
173115,tt22184628,Johanna Nordström: Ring Polisen,movie,Ring polisen,2022.0,59.0,"Comedy,Documentary",,
173118,tt22184976,Minions & More 1,movie,Minions & More 1,2022.0,48.0,"Adventure,Animation,Comedy",,
173131,tt2218782,Dérèglement,short,Dérèglement,2012.0,18.0,"Comedy,Drama,Mystery",,
173140,tt22188420,Le Palier,short,Le Palier,2021.0,7.0,"Comedy,Short",,
173149,tt22189742,Un hiver plus doux,tvMovie,Fall Into Winter,2023.0,85.0,"Comedy,Romance",,
173166,tt22206812,Caroline Vigneaux croque la pomme,tvMovie,Caroline Vigneaux croque la pomme,2022.0,97.0,Comedy,,
173168,tt22206894,La Malédiction des Dunois,movie,La malédiction des Dunois,2022.0,83.0,Comedy,,
173170,tt22207602,Noël frappe à la porte,tvMovie,Noel Next Door,2022.0,84.0,"Comedy,Romance",,
173172,tt22207828,La Recette secrète des cookies de Noël,tvMovie,A Christmas Cookie Catastrophe,2022.0,84.0,"Comedy,Romance",,
173175,tt22208468,Bouteille sacrée 4,movie,Kutsal Damacana 4,2023.0,96.0,Comedy,,
173185,tt22216888,La cour,tvMovie,La cour,2022.0,90.0,"Comedy,Drama",,
173206,tt2222156,Partisane,short,Partisane Arise,2012.0,20.0,"History,Music,Sci-Fi",,
173211,tt2222528,La folie du spectacle,tvMovie,La folie du spectacle,2004.0,91.0,Comedy,,
173212,tt2222552,Le bonhomme des neiges,short,Le bonhomme des neiges,2011.0,20.0,"Sci-Fi,Short",,
173231,tt2224026,En route!,movie,Home,2015.0,94.0,"Adventure,Animation,Comedy",,
173246,tt2224293,L.A.dy Dior,short,L.A.dy Dior,2011.0,6.0,"Comedy,Short",,
173251,tt2224331,Matières à rêver,short,Matières à rêver,2008.0,6.0,"Animation,Short",,
173253,tt2224337,Le Continent perdu,short,Mennyt manner,1982.0,13.0,"Animation,Short",,
173267,tt22246514,Coup de foudre au village de Noël,tvMovie,A Magical Christmas Village,2022.0,83.0,"Comedy,Family,Romance",,
173268,tt22246560,Coup de foudre pour le roi des films de Noël,tvMovie,"Lights, Camera, Christmas!",2022.0,85.0,"Comedy,Romance",,
173270,tt22247340,Portat,short,Portat,2022.0,11.0,"Animation,Short",,
173271,tt22247450,Une nounou au service de Sa Majesté,tvMovie,The Royal Nanny,2022.0,84.0,"Comedy,Drama,Romance",,
173272,tt22247482,"Trois Frères, Noël et un couffin",tvMovie,Three Wise Men and a Baby,2022.0,84.0,"Comedy,Drama",,
173273,tt22247540,Le Secret de mon père Noël,tvMovie,My Southern Family Christmas,2022.0,84.0,"Comedy,Drama",,
173274,tt22247650,Il était deux fois Noël,tvMovie,A Tale of Two Christmases,2022.0,84.0,"Comedy,Drama,Romance",,
173288,tt22258178,Une histoire éternelle pour Noël,tvMovie,Christmas Bedtime Stories,2022.0,84.0,"Comedy,Drama,Romance",,
173289,tt22258198,La recette d'un Noël inoubliable,tvMovie,Our Italian Christmas Memories,2022.0,84.0,"Comedy,Drama,Romance",,
173306,tt2226383,Les Secrets du grand maître de Shaolin,movie,Guai quan xiao zi,1979.0,80.0,"Action,Comedy",,
173342,tt2229224,Her Name Is Crazy,short,Her Name Is Crazy,2012.0,19.0,"Comedy,Short",,
173344,tt2229253,"La Vierge, les Coptes et Moi",movie,"La Vierge, les Coptes et moi...",2011.0,85.0,"Comedy,Documentary",,
173347,tt2229269,Malheur au Vaincu,short,Malheur au Vaincu,2011.0,7.0,"Action,Comedy,Short",,
173353,tt2229499,Don Jon,movie,Don Jon,2013.0,90.0,"Comedy,Drama,Romance",,
173354,tt22295836,La Fable magique de Noël,tvMovie,A Fabled Holiday,2022.0,84.0,"Comedy,Drama,Romance",,
173355,tt22296044,Le nounou de Noël,tvMovie,The Holiday Sitter,2022.0,84.0,"Comedy,Romance",,
173379,tt22301358,Tant pis pour le Sud,movie,Tant pis pour le Sud,2022.0,104.0,Comedy,,
173383,tt22302594,Week-end raté,short,Week-end raté,2022.0,29.0,"Comedy,Short",,
173402,tt2230624,Antoine et les héros,short,Antoine et les héros,2012.0,20.0,"Action,Fantasy,Horror",,
173406,tt22307338,C'était la veille de Noël,tvMovie,'Twas the Night Before Christmas,2022.0,84.0,"Comedy,Drama,Family",,
173408,tt22307560,Le Secret d'un Noël parfait,tvMovie,Long Lost Christmas,2022.0,84.0,"Comedy,Drama,Family",,
173409,tt22308008,Un drôle d'ange gardien pour Noël,tvMovie,The Holiday Stocking,2022.0,84.0,"Comedy,Drama,Family",,
173410,tt22309036,Mon miracle de Noël,tvMovie,Five More Minutes: Moments Like These,2022.0,84.0,"Comedy,Drama,Family",,
173421,tt2231208,Rio 2096: Une histoire d'amour et de furie,movie,Uma História de Amor e Fúria,2013.0,74.0,"Action,Adventure,Animation",,
173426,tt2231253,Joker,movie,Wild Card,2015.0,92.0,"Action,Crime,Drama",,
173436,tt2231489,Les Chevaliers du Zodiaque : La Légende du Sanctuaire,movie,Seinto Seiya: Rejendo Obu Sankuchuari,2014.0,93.0,"Action,Animation,Fantasy",,
173437,tt2231505,"Selkirk, le véritable Robinson Crusoé",movie,"Selkirk, el verdadero Robinson Crusoe",2012.0,80.0,"Adventure,Animation,Family",,
173455,tt2232548,Black Enchantment,short,Black Enchantment,2012.0,30.0,"Drama,Music,Sci-Fi",,
173466,tt2232666,"L'amour, toujours l'amour",short,"L'amour, toujours l'amour",2013.0,6.0,"Comedy,Short",,
173475,tt22330716,Goodbye Persil,short,Goodbye Persil,2023.0,19.0,"Comedy,Short",,
173481,tt22333954,Coup de foudre à l'auberge de Noël,tvMovie,B&B Merry,2022.0,85.0,"Comedy,Romance",,
173496,tt2234069,Les Diables et le Ballon,movie,El-Shayateen Wal Kora,1973.0,100.0,"Comedy,Romance",,
173497,tt2234069,Les Turbulents et le Ballon Rond,movie,El-Shayateen Wal Kora,1973.0,100.0,"Comedy,Romance",,
173505,tt2234261,Duo d'escrocs,movie,The Love Punch,2013.0,94.0,"Comedy,Romance",,
173506,tt2234275,Drôle de prof,movie,Mees Kees,2012.0,80.0,"Comedy,Family",,
173507,tt2234429,Sparks,movie,Sparks,2013.0,90.0,"Action,Sci-Fi,Thriller",,
173514,tt2234543,Un Château en Italie,movie,Un château en Italie,2013.0,104.0,"Comedy,Drama",,
173515,tt2234568,Deal,short,Deal,2012.0,9.0,"Comedy,Short",,
173521,tt22352776,Ernest et Célestine: Le voyage en Charabïe,movie,Ernest et Célestine: Le voyage en Charabie,2022.0,80.0,"Adventure,Animation,Comedy",,
173522,tt22352776,Ernest et Célestine: Le voyage en Charabie,movie,Ernest et Célestine: Le voyage en Charabie,2022.0,80.0,"Adventure,Animation,Comedy",,
173523,tt22352848,Jung_E,movie,Jung_E,2023.0,98.0,"Action,Adventure,Drama",,
173541,tt2235766,La bifle,short,La bifle,2012.0,25.0,"Action,Comedy,Romance",,
173543,tt2235834,"Fleuve rouge, sông hông",short,"Fleuve rouge, sông hông",2012.0,15.0,"Animation,Drama,Short",,
173545,tt22360682,Pattie et la colère de Poséidon,movie,Pattie et la colère de Poséidon,2022.0,95.0,"Adventure,Animation,Comedy",,
173547,tt2236182,Rise of the Zombies,tvMovie,Rise of the Zombies,2012.0,89.0,"Action,Adventure,Drama",,
173548,tt2236354,La victoire au bout du bâton,tvMovie,La victoire au bout du bâton,2012.0,86.0,Comedy,,
173553,tt22373036,D'amour et d'encre,short,D'amour et d'encre,2022.0,24.0,"Comedy,Short",,
173556,tt2237324,Agents doubles,movie,Bent,2018.0,96.0,"Action,Crime,Drama",,
173565,tt22375620,The Slumber Party,movie,The Slumber Party,2023.0,82.0,"Comedy,Family",,
173585,tt22394694,Detective Knight: Redemption,movie,Detective Knight: Redemption,2022.0,97.0,"Action,Crime,Mystery",,
173586,tt22394702,Detective Knight: Independence,movie,Detective Knight: Independence,2023.0,91.0,"Action,Crime,Mystery",,
173589,tt22397870,Nouveau départ,movie,Nouveau départ,2023.0,100.0,"Comedy,Romance",,
173590,tt22397880,Veuillez nous excuser pour la gêne occasionnée,movie,Veuillez nous excuser pour la gêne occasionnée,2023.0,89.0,Comedy,,
173591,tt22397880,VNE: Veuillez nous excuser pour la gêne occasionnée,movie,Veuillez nous excuser pour la gêne occasionnée,2023.0,89.0,Comedy,,
173622,tt22408766,Attack on Titan,movie,Attack on Titan,2022.0,91.0,"Action,Adventure,Sci-Fi",,
173628,tt2241083,Chinti,short,Chinti,2012.0,8.0,"Animation,Short",,
173632,tt22411634,"Isaac Asimov, l'étrange testament du père des robots",tvMovie,"Isaac Asimov, l'étrange testament du père des robots",2022.0,54.0,"Documentary,Sci-Fi",,
173637,tt2241351,Money Monster,movie,Money Monster,2016.0,98.0,"Action,Crime,Drama",,
173641,tt2241557,Shoplifters of the World,movie,Shoplifters of the World,2021.0,90.0,"Comedy,Drama",,
173650,tt2241942,Après toi,short,Après toi,2012.0,7.0,"Comedy,Romance,Short",,
173665,tt2243299,Final Cut,movie,Final Cut: Hölgyeim és uraim,2012.0,84.0,"Comedy,Drama,Romance",,
173666,tt2243319,Guilt Trip,short,Guilt Trip,2011.0,15.0,"Adventure,Comedy,Short",,
173667,tt2243389,Les amants passagers,movie,Los amantes pasajeros,2013.0,90.0,"Comedy,Musical",,
173668,tt2243469,Dixie et la maison hantée,movie,"Papá, soy una zombi",2010.0,80.0,"Animation,Comedy,Drama",,
173669,tt2243469,"Papa, je suis une zombie",movie,"Papá, soy una zombi",2010.0,80.0,"Animation,Comedy,Drama",,
173672,tt2243537,Ghost Bastards - Putain de fantôme,movie,A Haunted House,2013.0,86.0,"Comedy,Fantasy,Horror",,
173675,tt2243621,The Snow Queen - La Reine des Neiges,movie,Snezhnaya koroleva,2012.0,80.0,"Adventure,Animation,Family",,
173677,tt2243649,Tout va bien,short,Tout va bien,2006.0,10.0,"Comedy,Short",,
173703,tt22442382,Horizon réussite,short,Horizon réussite,2022.0,13.0,"Animation,Comedy,Short",,
173713,tt2244747,Brad & Gary,short,Brad & Gary,2011.0,4.0,"Animation,Comedy,Family",,
173716,tt2244901,Mariage à l'anglaise,movie,I Give It a Year,2013.0,97.0,"Comedy,Romance",,
173718,tt2244965,Le Tour de France,short,Le Tour de France,2012.0,10.0,"Comedy,Short",,
173722,tt2245041,Pari,short,Pari,2012.0,21.0,"Comedy,Short",,
173723,tt2245084,Les Nouveaux Héros,movie,Big Hero 6,2014.0,102.0,"Action,Adventure,Animation",7.8,529235.0
173733,tt2245802,La promotion,short,La promotion,2012.0,25.0,"Comedy,Short",,
173734,tt22458132,Palissade,short,Palissade,2022.0,16.0,"Comedy,Short",,
173735,tt2245836,Le grand trou,short,Le grand trou,2012.0,7.0,"Comedy,Fantasy,Short",,
173742,tt2245990,Les Dix guerriers de Gengis Khan,movie,Genghis: The Legend of the Ten,2012.0,91.0,"Action,History",,
173849,tt2246673,"Chante, danse, aime",tvMovie,Lovestruck: The Musical,2013.0,83.0,"Comedy,Fantasy,Musical",,
173852,tt2246803,La chose,short,La chose,2011.0,37.0,"Action,Fantasy,Short",,
173856,tt2246877,Le test de paternité,tvMovie,"Nein, Aus, Pfui! Ein Baby an der Leine",2012.0,92.0,Comedy,,
173859,tt2246909,Pauline détective,movie,Pauline détective,2012.0,101.0,"Comedy,Crime,Mystery",,
173881,tt2247928,Salina Turda,short,Salina Turda,2012.0,6.0,"Action,Animation,Mystery",,
173886,tt2248068,Dino King,movie,Jeom-bak-i: Han-ban-do-eui Gong-ryong 3D,2012.0,88.0,"Adventure,Animation,Drama",,
173887,tt2248164,Lesnaya khronika,tvShort,Lesnaya khronika,1970.0,10.0,"Animation,Family,Short",,
173901,tt2248741,L'Oiseau et la Feuille,short,Der kleine Vogel und das Blatt,2012.0,4.0,"Animation,Family,Short",,
173912,tt22489042,Hellhound,movie,Hellhound,2024.0,103.0,"Action,Crime,Thriller",,
173927,tt22490582,Yuri,short,Yuri,2022.0,12.0,"Drama,Horror,Sci-Fi",,
173934,tt22492100,L'amour au premier like,tvMovie,Love at First Like,2023.0,87.0,"Comedy,Romance",,
173966,tt2249722,Kinoki,short,Kinoki,2012.0,15.0,"Animation,Comedy,Documentary",,
173978,tt22498452,Le jour où j'ai rencontré ma mère,movie,Kiddo,2023.0,91.0,"Comedy,Drama,Family",,
173979,tt22498916,Sean Connery vs James Bond,tvMovie,Sean Connery vs James Bond,2022.0,53.0,"Action,Biography,Documentary",,
173982,tt22499672,Noël au drive-in,tvMovie,Christmas at the Drive-In,2022.0,85.0,"Comedy,Romance",,
173983,tt2250016,Porte-à-porte,short,Porte-à-porte,2007.0,6.0,"Comedy,Short",,
173984,tt22500220,Un Noël haut en couleur,tvMovie,A Brush with Christmas,2022.0,83.0,"Comedy,Drama,Romance",,
174015,tt22503526,Le pacte des copines,tvMovie,The Honeymoon Pact,2023.0,90.0,"Comedy,Drama,Romance",,
174042,tt22506746,Les semaines miracle,movie,"Oei, ik groei!",2023.0,91.0,"Comedy,Drama",,
174052,tt22509708,Grandméchantloup,short,Loboferoz,2016.0,8.0,"Animation,Short",,
174054,tt2251219,Juste un petit peu,short,Bara lite,2012.0,9.0,"Animation,Short",,
174056,tt2251267,La Corrida,short,Corrida,2012.0,7.0,"Animation,Short",,
174059,tt2251343,Le Chemin d'un lièvre,short,Hazenpad,2012.0,6.0,"Animation,Short",,
174060,tt2251481,Sean Banan en Afrique,movie,Sean Banan inuti Seanfrika,2012.0,76.0,Comedy,,
174063,tt2251662,Wudang Masters,movie,Da Wu Dang zhi tian di mi ma,2012.0,100.0,Action,,
174064,tt2251798,Chez nous c'est trois!,movie,Chez nous c'est trois!,2013.0,88.0,"Comedy,Drama,Romance",,
174081,tt2252710,Les trois font le père,tvMovie,Vatertag,2012.0,85.0,"Comedy,Drama",,
174082,tt22527474,"Blood, Sweat and Cheer",movie,"Blood, Sweat and Cheer",2023.0,95.0,"Comedy,Thriller",,
174084,tt22528200,F Marry Kill,movie,F*** Marry Kill,2024.0,97.0,"Comedy,Mystery,Romance",,
174087,tt22529746,"À bientôt, été!",short,"Farewell, Summer",2016.0,8.0,"Animation,Short",,
